"","water_year","month","SubRegion","month_BPUE","Season"
"76",1975,6,"West Suisun Bay",53729.3879413961,"Summer"
"77",1975,7,"Confluence",24493.8685332466,"Summer"
"78",1975,7,"Disappointment Slough",6077.84969879938,"Summer"
"79",1975,7,"Franks Tract",2536.55816763687,"Summer"
"80",1975,7,"Grizzly Bay",34608.4840292599,"Summer"
"81",1975,7,"Holland Cut",2028.61411967691,"Summer"
"82",1975,7,"Honker Bay",45563.4060700846,"Summer"
"83",1975,7,"Lower Mokelumne River",1572.58771191628,"Summer"
"84",1975,7,"Lower Sacramento River",12836.3778923708,"Summer"
"85",1975,7,"Lower San Joaquin River",9736.9057190649,"Summer"
"86",1975,7,"Mid Suisun Bay",66302.3256438223,"Summer"
"87",1975,7,"Middle Sacramento River",79.4753255382658,"Summer"
"88",1975,7,"Mildred Island",6524.16130447676,"Summer"
"89",1975,7,"Sacramento River near Rio Vista",8954.71532325163,"Summer"
"90",1975,7,"San Joaquin River at Prisoners Pt",610.298615665881,"Summer"
"91",1975,7,"San Joaquin River at Twitchell Island",10429.0377032036,"Summer"
"92",1975,7,"San Joaquin River near Stockton",154947.492212815,"Summer"
"93",1975,7,"Suisun Marsh",26075.3886702784,"Summer"
"94",1975,7,"Upper Mokelumne River",20.626,"Summer"
"95",1975,7,"Victoria Canal",4002.70407299978,"Summer"
"96",1975,7,"West Suisun Bay",48089.3651850924,"Summer"
"97",1975,8,"Confluence",10503.8360622783,"Summer"
"98",1975,8,"Disappointment Slough",6541.16111756759,"Summer"
"99",1975,8,"Franks Tract",4337.10772377108,"Summer"
"100",1975,8,"Grizzly Bay",18923.1521169746,"Summer"
"101",1975,8,"Holland Cut",5270.43274591087,"Summer"
"102",1975,8,"Honker Bay",26214.8011227229,"Summer"
"103",1975,8,"Lower Mokelumne River",305.673227909451,"Summer"
"104",1975,8,"Lower Sacramento River",10232.8972553501,"Summer"
"105",1975,8,"Lower San Joaquin River",5159.42162992654,"Summer"
"106",1975,8,"Mid Suisun Bay",18503.4334977224,"Summer"
"107",1975,8,"Middle Sacramento River",8.994,"Summer"
"108",1975,8,"Mildred Island",11768.184,"Summer"
"109",1975,8,"Sacramento River near Rio Vista",6328.24315889363,"Summer"
"110",1975,8,"San Joaquin River at Prisoners Pt",3430.46853314576,"Summer"
"111",1975,8,"San Joaquin River at Twitchell Island",2679.94082506211,"Summer"
"112",1975,8,"San Joaquin River near Stockton",61275.712742848,"Summer"
"113",1975,8,"Suisun Marsh",35185.3580577696,"Summer"
"114",1975,8,"Upper Mokelumne River",11.966040411043,"Summer"
"115",1975,8,"Victoria Canal",14106.0821747626,"Summer"
"116",1975,8,"West Suisun Bay",12713.9960514808,"Summer"
"117",1975,9,"Confluence",12578.391084057,"Fall"
"118",1975,9,"Disappointment Slough",19023.2558641642,"Fall"
"119",1975,9,"Franks Tract",4376.26823178484,"Fall"
"120",1975,9,"Grizzly Bay",15308.9681425762,"Fall"
"121",1975,9,"Holland Cut",5393.42519738549,"Fall"
"122",1975,9,"Honker Bay",11465.4487556922,"Fall"
"123",1975,9,"Lower Mokelumne River",234.343568941931,"Fall"
"124",1975,9,"Lower Sacramento River",11956.4954114361,"Fall"
"125",1975,9,"Lower San Joaquin River",4892.44627152612,"Fall"
"126",1975,9,"Mid Suisun Bay",13421.303259095,"Fall"
"127",1975,9,"Middle Sacramento River",13.3190919683307,"Fall"
"128",1975,9,"Mildred Island",21725.883,"Fall"
"129",1975,9,"Sacramento River near Rio Vista",6413.72882961571,"Fall"
"130",1975,9,"San Joaquin River at Prisoners Pt",3654.18430418294,"Fall"
"131",1975,9,"San Joaquin River at Twitchell Island",3459.81286211266,"Fall"
"132",1975,9,"San Joaquin River near Stockton",131487.525981611,"Fall"
"133",1975,9,"Suisun Marsh",15382.5356658346,"Fall"
"134",1975,9,"Upper Mokelumne River",13.218,"Fall"
"135",1975,9,"Victoria Canal",5237.86476251389,"Fall"
"136",1975,9,"West Suisun Bay",6588.68247609813,"Fall"
"137",1975,10,"Confluence",15786.7234587198,"Fall"
"138",1975,10,"Disappointment Slough",20316.4776956614,"Fall"
"139",1975,10,"Franks Tract",4437.17570786955,"Fall"
"140",1975,10,"Grizzly Bay",8247.96583276535,"Fall"
"141",1975,10,"Holland Cut",6199.35094445806,"Fall"
"142",1975,10,"Honker Bay",6697.25120044806,"Fall"
"143",1975,10,"Lower Mokelumne River",316.518502521104,"Fall"
"144",1975,10,"Lower Sacramento River",9286.03960672743,"Fall"
"145",1975,10,"Lower San Joaquin River",5209.16968423779,"Fall"
"146",1975,10,"Mid Suisun Bay",11794.833657915,"Fall"
"147",1975,10,"Middle Sacramento River",0,"Fall"
"148",1975,10,"Mildred Island",13843.8201035888,"Fall"
"149",1975,10,"Sacramento River near Rio Vista",3459.61179203547,"Fall"
"150",1975,10,"San Joaquin River at Prisoners Pt",7777.30787649759,"Fall"
"151",1975,10,"San Joaquin River at Twitchell Island",3810.92303262589,"Fall"
"152",1975,10,"San Joaquin River near Stockton",17883.9158287238,"Fall"
"153",1975,10,"Suisun Marsh",12160.6495079991,"Fall"
"154",1975,10,"Upper Mokelumne River",89.8902546851486,"Fall"
"155",1975,10,"Victoria Canal",6807.284,"Fall"
"156",1975,10,"West Suisun Bay",3932.83809295197,"Fall"
"157",1975,11,"Confluence",8697.25956106644,"Fall"
"158",1975,11,"Franks Tract",2457.05133545019,"Fall"
"159",1975,11,"Grizzly Bay",18046.6845374586,"Fall"
"160",1975,11,"Holland Cut",2512.77669652928,"Fall"
"161",1975,11,"Honker Bay",2240.78876530153,"Fall"
"162",1975,11,"Lower Mokelumne River",475.563606931674,"Fall"
"163",1975,11,"Lower Sacramento River",2105.98556369958,"Fall"
"164",1975,11,"Lower San Joaquin River",3076.72704989537,"Fall"
"165",1975,11,"Mid Suisun Bay",8683.59418316196,"Fall"
"166",1975,11,"Middle Sacramento River",251.927474464032,"Fall"
"167",1975,11,"Mildred Island",5475.5296425068,"Fall"
"168",1975,11,"Sacramento River near Rio Vista",176.468148227773,"Fall"
"169",1975,11,"San Joaquin River at Prisoners Pt",3508.884,"Fall"
"170",1975,11,"San Joaquin River at Twitchell Island",2316.25150748091,"Fall"
"171",1975,11,"San Joaquin River near Stockton",3717.04266772702,"Fall"
"172",1975,11,"Suisun Marsh",16737.3357787536,"Fall"
"173",1975,11,"Upper Mokelumne River",66.352,"Fall"
"174",1975,11,"Victoria Canal",4799.98618320302,"Fall"
"175",1975,11,"West Suisun Bay",3289.36389236571,"Fall"
"176",1976,3,"Confluence",19878.2873513516,"Spring"
"177",1976,3,"Disappointment Slough",722.658196491791,"Spring"
"178",1976,3,"Franks Tract",1610.72617907619,"Spring"
"179",1976,3,"Grizzly Bay",5713.84976801748,"Spring"
"180",1976,3,"Holland Cut",423.988729249588,"Spring"
"181",1976,3,"Honker Bay",11569.2619430149,"Spring"
"182",1976,3,"Lower Mokelumne River",299.321144978447,"Spring"
"183",1976,3,"Lower Sacramento River",16747.3587104649,"Spring"
"184",1976,3,"Lower San Joaquin River",4985.48705501789,"Spring"
"185",1976,3,"Mid Suisun Bay",3806.14214470457,"Spring"
"186",1976,3,"Middle Sacramento River",83.354,"Spring"
"187",1976,3,"Mildred Island",1818.41006580942,"Spring"
"188",1976,3,"Sacramento River near Rio Vista",21890.6607119256,"Spring"
"189",1976,3,"San Joaquin River at Prisoners Pt",1515.97969398667,"Spring"
"190",1976,3,"San Joaquin River at Twitchell Island",1843.77452921264,"Spring"
"191",1976,3,"San Joaquin River near Stockton",24543.6719448937,"Spring"
"192",1976,3,"Suisun Marsh",37812.5848000156,"Spring"
"193",1976,3,"Upper Mokelumne River",262.34,"Spring"
"194",1976,3,"Victoria Canal",1799.43256629976,"Spring"
"195",1976,3,"West Suisun Bay",1050.33432219494,"Spring"
"196",1976,4,"Confluence",30698.2600363032,"Spring"
"197",1976,4,"Disappointment Slough",12365.5573206581,"Spring"
"198",1976,4,"Franks Tract",4059.73228972515,"Spring"
"199",1976,4,"Grizzly Bay",13826.0898833202,"Spring"
"200",1976,4,"Holland Cut",8109.64824770048,"Spring"
"201",1976,4,"Honker Bay",27907.544085834,"Spring"
"202",1976,4,"Lower Mokelumne River",4808.88593315781,"Spring"
"203",1976,4,"Lower Sacramento River",24928.3985358345,"Spring"
"204",1976,4,"Lower San Joaquin River",13654.8345753644,"Spring"
"205",1976,4,"Mid Suisun Bay",9518.325422313,"Spring"
"206",1976,4,"Middle Sacramento River",114.31075,"Spring"
"207",1976,4,"Mildred Island",25068.0092475683,"Spring"
"208",1976,4,"Sacramento River near Rio Vista",21203.7916561561,"Spring"
"209",1976,4,"San Joaquin River at Prisoners Pt",8974.40094929422,"Spring"
"210",1976,4,"San Joaquin River at Twitchell Island",5154.20865267251,"Spring"
"211",1976,4,"San Joaquin River near Stockton",120211.649324152,"Spring"
"212",1976,4,"Suisun Marsh",38366.1449650009,"Spring"
"213",1976,4,"Upper Mokelumne River",293.2445,"Spring"
"214",1976,4,"Victoria Canal",9164.63772178801,"Spring"
"215",1976,4,"West Suisun Bay",2896.6409220254,"Spring"
"216",1976,5,"Confluence",49348.4216935539,"Spring"
"217",1976,5,"Disappointment Slough",40437.2694022829,"Spring"
"218",1976,5,"Franks Tract",45029.3778995059,"Spring"
"219",1976,5,"Grizzly Bay",1230.97800444581,"Spring"
"220",1976,5,"Holland Cut",50702.4518721819,"Spring"
"221",1976,5,"Honker Bay",27309.3692401904,"Spring"
"222",1976,5,"Lower Mokelumne River",16864.8194382971,"Spring"
"223",1976,5,"Lower Sacramento River",54275.9418377284,"Spring"
"224",1976,5,"Lower San Joaquin River",77334.3991886711,"Spring"
"225",1976,5,"Mid Suisun Bay",9396.47567033688,"Spring"
"226",1976,5,"Middle Sacramento River",476.834,"Spring"
"227",1976,5,"Mildred Island",69858.5522498952,"Spring"
"228",1976,5,"Sacramento River near Rio Vista",79711.256332298,"Spring"
"229",1976,5,"San Joaquin River at Prisoners Pt",36266.2085896049,"Spring"
"230",1976,5,"San Joaquin River at Twitchell Island",24039.9786746458,"Spring"
"231",1976,5,"San Joaquin River near Stockton",184828.532090798,"Spring"
"232",1976,5,"Suisun Marsh",85783.933357521,"Spring"
"233",1976,5,"Upper Mokelumne River",8242.15425,"Spring"
"234",1976,5,"Victoria Canal",49830.7236056907,"Spring"
"235",1976,5,"West Suisun Bay",5045.04138495699,"Spring"
"236",1976,6,"Confluence",49206.968062709,"Summer"
"237",1976,6,"Disappointment Slough",3058.21006439561,"Summer"
"238",1976,6,"Franks Tract",2877.44473952865,"Summer"
"239",1976,6,"Grizzly Bay",7848.70156605283,"Summer"
"240",1976,6,"Holland Cut",2812.91184863422,"Summer"
"241",1976,6,"Honker Bay",45775.46878294,"Summer"
"242",1976,6,"Lower Mokelumne River",3002.14636072077,"Summer"
"243",1976,6,"Lower Sacramento River",34694.7056932628,"Summer"
"244",1976,6,"Lower San Joaquin River",17029.98434745,"Summer"
"245",1976,6,"Mid Suisun Bay",15374.0155996935,"Summer"
"246",1976,6,"Middle Sacramento River",85.687,"Summer"
"247",1976,6,"Mildred Island",3973.82040996081,"Summer"
"248",1976,6,"Sacramento River near Rio Vista",30155.606937045,"Summer"
"249",1976,6,"San Joaquin River at Prisoners Pt",11998.1582945302,"Summer"
"250",1976,6,"San Joaquin River at Twitchell Island",7096.99141661316,"Summer"
"251",1976,6,"San Joaquin River near Stockton",26635.4483210355,"Summer"
"252",1976,6,"Suisun Marsh",106246.241317118,"Summer"
"253",1976,6,"Upper Mokelumne River",662.987,"Summer"
"254",1976,6,"Victoria Canal",4012.46391332312,"Summer"
"255",1976,6,"West Suisun Bay",3372.81143927504,"Summer"
"256",1976,7,"Confluence",43834.4060529112,"Summer"
"257",1976,7,"Disappointment Slough",844.832945508762,"Summer"
"258",1976,7,"Franks Tract",1142.14058942235,"Summer"
"259",1976,7,"Grizzly Bay",1407.77966535051,"Summer"
"260",1976,7,"Holland Cut",1003.24688512022,"Summer"
"261",1976,7,"Honker Bay",17199.8119095994,"Summer"
"262",1976,7,"Lower Mokelumne River",551.529705067789,"Summer"
"263",1976,7,"Lower Sacramento River",34143.7109777137,"Summer"
"264",1976,7,"Lower San Joaquin River",12097.5543177869,"Summer"
"265",1976,7,"Mid Suisun Bay",2578.10991907724,"Summer"
"266",1976,7,"Middle Sacramento River",243.878,"Summer"
"267",1976,7,"Mildred Island",2016.93897364262,"Summer"
"268",1976,7,"Sacramento River near Rio Vista",18725.6483900934,"Summer"
"269",1976,7,"San Joaquin River at Prisoners Pt",2335.72511997695,"Summer"
"270",1976,7,"San Joaquin River at Twitchell Island",2779.10415771534,"Summer"
"271",1976,7,"San Joaquin River near Stockton",18912.4057198137,"Summer"
"272",1976,7,"Suisun Marsh",39754.0631481251,"Summer"
"273",1976,7,"Upper Mokelumne River",201.3515,"Summer"
"274",1976,7,"Victoria Canal",153.585504550062,"Summer"
"275",1976,7,"West Suisun Bay",689.86477024371,"Summer"
"276",1976,8,"Confluence",14017.7526963367,"Summer"
"277",1976,8,"Disappointment Slough",2255.588,"Summer"
"278",1976,8,"Franks Tract",958.973075735973,"Summer"
"279",1976,8,"Grizzly Bay",224.418143265458,"Summer"
"280",1976,8,"Holland Cut",819.857644430088,"Summer"
"281",1976,8,"Honker Bay",2855.92246543276,"Summer"
"282",1976,8,"Lower Mokelumne River",114.2035,"Summer"
"283",1976,8,"Lower Sacramento River",11936.5138284247,"Summer"
"284",1976,8,"Lower San Joaquin River",3666.29352516648,"Summer"
"285",1976,8,"Mid Suisun Bay",471.689192036998,"Summer"
"286",1976,8,"Middle Sacramento River",83.965,"Summer"
"287",1976,8,"Mildred Island",2151.87804293247,"Summer"
"288",1976,8,"Sacramento River near Rio Vista",5695.41425901925,"Summer"
"289",1976,8,"San Joaquin River at Prisoners Pt",1714.38665832982,"Summer"
"290",1976,8,"San Joaquin River at Twitchell Island",2152.62299770947,"Summer"
"291",1976,8,"San Joaquin River near Stockton",16876.6682349535,"Summer"
"292",1976,8,"Suisun Marsh",1784.39509712654,"Summer"
"293",1976,8,"Upper Mokelumne River",171.072,"Summer"
"294",1976,8,"Victoria Canal",1639.51125,"Summer"
"295",1976,8,"West Suisun Bay",77.3523330412824,"Summer"
"296",1976,9,"Confluence",7890.08850380122,"Fall"
"297",1976,9,"Disappointment Slough",4012.4,"Fall"
"298",1976,9,"Franks Tract",1232.59740233829,"Fall"
"299",1976,9,"Grizzly Bay",462.511689565579,"Fall"
"300",1976,9,"Holland Cut",1459.25756208721,"Fall"
"301",1976,9,"Honker Bay",1279.21703158967,"Fall"
"302",1976,9,"Lower Mokelumne River",179.246189709901,"Fall"
"303",1976,9,"Lower Sacramento River",10440.1882898475,"Fall"
"304",1976,9,"Lower San Joaquin River",3276.83393965527,"Fall"
"305",1976,9,"Mid Suisun Bay",351.008605196701,"Fall"
"306",1976,9,"Middle Sacramento River",23.235,"Fall"
"307",1976,9,"Mildred Island",2749.033,"Fall"
"308",1976,9,"Sacramento River near Rio Vista",4714.37900056197,"Fall"
"309",1976,9,"San Joaquin River at Prisoners Pt",714.008797068324,"Fall"
"310",1976,9,"San Joaquin River at Twitchell Island",1667.70603080516,"Fall"
"311",1976,9,"San Joaquin River near Stockton",29761.5173157493,"Fall"
"312",1976,9,"Suisun Marsh",2066.7679240865,"Fall"
"313",1976,9,"Upper Mokelumne River",96.18425,"Fall"
"314",1976,9,"Victoria Canal",2001.7575,"Fall"
"315",1976,9,"West Suisun Bay",296.468198754543,"Fall"
"316",1976,10,"Confluence",5543.15170843542,"Fall"
"317",1976,10,"Disappointment Slough",9101.04,"Fall"
"318",1976,10,"Franks Tract",1939.71879026578,"Fall"
"319",1976,10,"Grizzly Bay",247.944056841052,"Fall"
"320",1976,10,"Holland Cut",4352.74625,"Fall"
"321",1976,10,"Honker Bay",216.30154786947,"Fall"
"322",1976,10,"Lower Mokelumne River",561.803176110543,"Fall"
"323",1976,10,"Lower Sacramento River",12109.1208450438,"Fall"
"324",1976,10,"Lower San Joaquin River",4430.80747143769,"Fall"
"325",1976,10,"Mid Suisun Bay",31.7709626510775,"Fall"
"326",1976,10,"Middle Sacramento River",9.7915,"Fall"
"327",1976,10,"Mildred Island",5979.02405587705,"Fall"
"328",1976,10,"Sacramento River near Rio Vista",13497.3432517365,"Fall"
"329",1976,10,"San Joaquin River at Prisoners Pt",2838.58895853648,"Fall"
"330",1976,10,"San Joaquin River at Twitchell Island",2962.36855219671,"Fall"
"331",1976,10,"San Joaquin River near Stockton",32362.625926412,"Fall"
"332",1976,10,"Suisun Marsh",3418.46253095691,"Fall"
"333",1976,10,"Upper Mokelumne River",167.27675,"Fall"
"334",1976,10,"Victoria Canal",4220.96828587219,"Fall"
"335",1976,10,"West Suisun Bay",98.2177521003733,"Fall"
"336",1976,11,"Confluence",2872.61960964186,"Fall"
"337",1976,11,"Disappointment Slough",21793.448,"Fall"
"338",1976,11,"Franks Tract",1167.15230323824,"Fall"
"339",1976,11,"Grizzly Bay",266.31709099417,"Fall"
"340",1976,11,"Holland Cut",1773.26331267906,"Fall"
"341",1976,11,"Honker Bay",943.018568815997,"Fall"
"342",1976,11,"Lower Mokelumne River",524.344024881045,"Fall"
"343",1976,11,"Lower Sacramento River",7248.52269466837,"Fall"
"344",1976,11,"Lower San Joaquin River",7381.7272580123,"Fall"
"345",1976,11,"Mid Suisun Bay",314.707239063398,"Fall"
"346",1976,11,"Middle Sacramento River",33.406,"Fall"
"347",1976,11,"Mildred Island",15189.1518443199,"Fall"
"348",1976,11,"Sacramento River near Rio Vista",8097.7860957489,"Fall"
"349",1976,11,"San Joaquin River at Prisoners Pt",3825.6136129587,"Fall"
"350",1976,11,"San Joaquin River at Twitchell Island",1637.6779625738,"Fall"
"351",1976,11,"San Joaquin River near Stockton",50778.7896331283,"Fall"
"352",1976,11,"Suisun Marsh",8496.5462296656,"Fall"
"353",1976,11,"Upper Mokelumne River",28.444,"Fall"
"354",1976,11,"Victoria Canal",4814.17,"Fall"
"355",1976,11,"West Suisun Bay",49.7888534860726,"Fall"
"356",1977,1,"Confluence",5252.43558688932,"Winter"
"357",1977,1,"Honker Bay",979.110321995756,"Winter"
"358",1977,1,"Lower Sacramento River",19289.5849754265,"Winter"
"359",1977,1,"Lower San Joaquin River",7080.82086751948,"Winter"
"360",1977,1,"Mid Suisun Bay",670.178435309263,"Winter"
"361",1977,1,"Sacramento River near Rio Vista",11448.4003906538,"Winter"
"362",1977,1,"San Joaquin River at Prisoners Pt",1002.02120939484,"Winter"
"363",1977,1,"San Joaquin River at Twitchell Island",2876.25208083548,"Winter"
"364",1977,1,"Suisun Marsh",8134.10570182204,"Winter"
"365",1977,1,"West Suisun Bay",412.0060874195,"Winter"
"366",1977,2,"Confluence",1337.03979782786,"Winter"
"367",1977,2,"Grizzly Bay",318.364,"Winter"
"368",1977,2,"Honker Bay",809.647575009959,"Winter"
"369",1977,2,"Lower Sacramento River",5951.79939337257,"Winter"
"370",1977,2,"Lower San Joaquin River",3579.28465066551,"Winter"
"371",1977,2,"Mid Suisun Bay",571.837283960941,"Winter"
"372",1977,2,"Sacramento River near Rio Vista",9120.41500378455,"Winter"
"373",1977,2,"San Joaquin River at Prisoners Pt",522.721278092338,"Winter"
"374",1977,2,"San Joaquin River at Twitchell Island",1998.87176457712,"Winter"
"375",1977,2,"Suisun Marsh",2211.07434515118,"Winter"
"376",1977,2,"West Suisun Bay",531.335510242019,"Winter"
"377",1977,3,"Confluence",11522.6225453007,"Spring"
"378",1977,3,"Disappointment Slough",87.7964042216034,"Spring"
"379",1977,3,"Franks Tract",4250.72175152598,"Spring"
"380",1977,3,"Grizzly Bay",466.139840452935,"Spring"
"381",1977,3,"Holland Cut",434.050231085142,"Spring"
"382",1977,3,"Honker Bay",3916.15107765748,"Spring"
"383",1977,3,"Lower Mokelumne River",622.843082508696,"Spring"
"384",1977,3,"Lower Sacramento River",20885.3228162306,"Spring"
"385",1977,3,"Lower San Joaquin River",9160.51391452841,"Spring"
"386",1977,3,"Mid Suisun Bay",1035.97951600283,"Spring"
"387",1977,3,"Middle Sacramento River",26.826,"Spring"
"388",1977,3,"Mildred Island",589.881182368681,"Spring"
"389",1977,3,"Sacramento River near Rio Vista",16233.9724093016,"Spring"
"390",1977,3,"Sacramento River near Ryde",866.995215522885,"Spring"
"391",1977,3,"San Joaquin River at Prisoners Pt",1041.39817598353,"Spring"
"392",1977,3,"San Joaquin River at Twitchell Island",3772.44158612467,"Spring"
"393",1977,3,"San Joaquin River near Stockton",1709.6750089618,"Spring"
"394",1977,3,"Suisun Marsh",3424.46898283703,"Spring"
"395",1977,3,"Upper Mokelumne River",151.58,"Spring"
"396",1977,3,"Victoria Canal",276.94045543654,"Spring"
"397",1977,3,"West Suisun Bay",775.116851449427,"Spring"
"398",1977,4,"Confluence",7005.47501537912,"Spring"
"399",1977,4,"Disappointment Slough",29448.7702210067,"Spring"
"400",1977,4,"Franks Tract",1215.91997178326,"Spring"
"401",1977,4,"Grizzly Bay",73.7740601316144,"Spring"
"402",1977,4,"Holland Cut",622.575618673679,"Spring"
"403",1977,4,"Honker Bay",655.25059087619,"Spring"
"404",1977,4,"Lower Cache Slough",16144.6468735977,"Spring"
"405",1977,4,"Lower Mokelumne River",12234.6656808228,"Spring"
"406",1977,4,"Lower Sacramento River",8284.13047559293,"Spring"
"407",1977,4,"Lower Sacramento River Ship Channel",28915.9080934844,"Spring"
"408",1977,4,"Lower San Joaquin River",5879.54497815293,"Spring"
"409",1977,4,"Mid Suisun Bay",585.12102541313,"Spring"
"410",1977,4,"Middle Sacramento River",259.786,"Spring"
"411",1977,4,"Mildred Island",5123.60055493834,"Spring"
"412",1977,4,"Sacramento River near Rio Vista",14309.6051190895,"Spring"
"413",1977,4,"Sacramento River near Ryde",2946.91240960962,"Spring"
"414",1977,4,"San Joaquin River at Prisoners Pt",10321.6688832753,"Spring"
"415",1977,4,"San Joaquin River at Twitchell Island",5022.64441172877,"Spring"
"416",1977,4,"San Joaquin River near Stockton",29044.5925131109,"Spring"
"417",1977,4,"Steamboat and Miner Slough",451.515434376627,"Spring"
"418",1977,4,"Suisun Marsh",864.88048091078,"Spring"
"419",1977,4,"Upper Mokelumne River",581.299,"Spring"
"420",1977,4,"Victoria Canal",618.502837511444,"Spring"
"421",1977,4,"West Suisun Bay",634.802442457995,"Spring"
"422",1977,5,"Confluence",4075.03733064761,"Spring"
"423",1977,5,"Disappointment Slough",2267.34617071305,"Spring"
"424",1977,5,"Franks Tract",4783.40424644074,"Spring"
"425",1977,5,"Grizzly Bay",34.4705,"Spring"
"426",1977,5,"Holland Cut",2683.98938437259,"Spring"
"427",1977,5,"Honker Bay",221.045189884714,"Spring"
"428",1977,5,"Lower Cache Slough",12141.6422072111,"Spring"
"429",1977,5,"Lower Mokelumne River",9121.57107091277,"Spring"
